id_aluno,id_professor,aulas_bimestre,nota_p1_b1,nota_p2_b1,ativs_entregues_b1,ativs_total_b1,faltas_b1,nota_p1_b2,nota_p2_b2,ativs_entregues_b2,ativs_total_b2,faltas_b2,nota_p1_b3,nota_p2_b3,ativs_entregues_b3,ativs_total_b3,faltas_b3,nota_p1_b4,nota_p2_b4,ativs_entregues_b4,ativs_total_b4,faltas_b4,disciplina,media_b1,taxa_atividades_b1,media_b2,taxa_atividades_b2,media_b3,taxa_atividades_b3,media_b4,taxa_atividades_b4,media_anual,total_faltas,frequencia_anual,total_ativs_entregues,total_ativs,taxa_atividades_anual,situacao,matricula,nome,turma,serie,genero,data_nascimento,disciplina_key,faixa_desempenho,nivel_saeb_est
20240088,P007,60,8.6,7.8,10,10,1,8.8,8.6,9,10,5,9.1,7.8,10,10,0,7.1,8.3,8,10,0,Ciências da Natureza,8.2,1.0,8.7,0.9,8.45,1.0,7.7,0.8,8.26,6,0.975,37,40,0.925,Aprovado,20240088,Helena Carvalho,1ºB,1º Ano,F,2007-03-03,ciencias_natureza,Adequado,8
20240089,P007,60,7.3,8.2,7,10,12,7.0,6.8,9,10,8,8.9,6.6,9,10,10,8.7,8.2,6,10,3,Ciências da Natureza,7.75,0.7,6.9,0.9,7.75,0.9,8.45,0.6,7.71,33,0.8625,31,40,0.775,Aprovado,20240089,Felipe Silva,1ºB,1º Ano,M,2008-01-10,ciencias_natureza,Adequado,7
20240090,P007,60,7.7,5.8,6,10,6,9.1,6.7,8,10,8,8.6,7.0,5,10,6,6.9,8.3,6,10,4,Ciências da Natureza,6.75,0.6,7.9,0.8,7.8,0.5,7.6,0.6,7.51,24,0.9,25,40,0.625,Aprovado,20240090,Cecília Souza,1ºB,1º Ano,F,2007-01-11,ciencias_natureza,Adequado,7
20240091,P007,60,9.0,7.4,6,10,9,9.9,8.3,7,10,8,8.6,8.2,5,10,11,7.4,9.2,3,10,10,Ciências da Natureza,8.2,0.6,9.1,0.7,8.4,0.5,8.3,0.3,8.5,38,0.8417,21,40,0.525,Aprovado,20240091,Bernardo Cardoso,1ºC,1º Ano,M,2009-07-27,ciencias_natureza,Avançado,9
20240092,P007,60,8.8,7.7,7,10,17,9.4,8.6,4,10,20,8.6,10.0,5,10,20,6.9,6.9,4,10,18,Ciências da Natureza,8.25,0.7,9.0,0.4,9.3,0.5,6.9,0.4,8.36,75,0.6875,20,40,0.5,Reprovado,20240092,Marcos Pereira,1ºC,1º Ano,M,2008-01-25,ciencias_natureza,Adequado,8
20240093,P007,60,7.1,8.9,9,10,4,8.1,8.2,9,10,5,7.6,10.0,8,10,2,10.0,9.4,8,10,3,Ciências da Natureza,8.0,0.9,8.15,0.9,8.8,0.8,9.7,0.8,8.66,14,0.9417,34,40,0.85,Aprovado,20240093,Bruno Gomes,1ºC,1º Ano,M,2008-06-28,ciencias_natureza,Avançado,9
20240094,P007,60,7.0,8.0,7,10,11,9.3,8.5,6,10,17,9.4,9.7,5,10,18,10.0,7.8,5,10,8,Ciências da Natureza,7.5,0.7,8.9,0.6,9.55,0.5,8.9,0.5,8.71,54,0.775,23,40,0.575,Aprovado,20240094,Ivan Moreira,1ºC,1º Ano,M,2009-06-09,ciencias_natureza,Avançado,9
20240095,P007,60,8.6,8.1,8,10,8,6.5,9.2,8,10,10,9.1,8.0,5,10,6,6.9,8.1,7,10,8,Ciências da Natureza,8.35,0.8,7.85,0.8,8.55,0.5,7.5,0.7,8.06,32,0.8667,28,40,0.7,Aprovado,20240095,Ana Gomes,1ºC,1º Ano,F,2008-07-13,ciencias_natureza,Adequado,8
20240096,P007,60,9.2,9.8,6,10,13,7.8,9.6,6,10,10,9.1,8.9,2,10,16,7.2,7.2,2,10,14,Ciências da Natureza,9.5,0.6,8.7,0.6,9.0,0.2,7.2,0.2,8.6,53,0.7792,16,40,0.4,Aprovado,20240096,Gabriel Moreira,1ºC,1º Ano,M,2008-06-06,ciencias_natureza,Avançado,9
20240097,P007,60,7.7,8.2,2,10,8,10.0,7.8,7,10,11,9.3,8.0,2,10,18,9.0,8.4,2,10,15,Ciências da Natureza,7.95,0.2,8.9,0.7,8.65,0.2,8.7,0.2,8.55,52,0.7833,13,40,0.325,Aprovado,20240097,Aline Ferreira,1ºC,1º Ano,F,2008-06-26,ciencias_natureza,Avançado,9
20240098,P007,60,8.7,8.9,7,10,11,8.3,8.9,9,10,4,9.7,7.7,9,10,3,9.7,8.2,9,10,8,Ciências da Natureza,8.8,0.7,8.6,0.9,8.7,0.9,8.95,0.9,8.76,26,0.8917,34,40,0.85,Aprovado,20240098,Samuel Lima,1ºC,1º Ano,M,2007-12-14,ciencias_natureza,Avançado,9
20240099,P007,60,8.1,9.2,6,10,5,8.2,8.8,8,10,9,8.7,6.4,9,10,11,8.9,7.1,5,10,7,Ciências da Natureza,8.65,0.6,8.5,0.8,7.55,0.9,8.0,0.5,8.18,32,0.8667,28,40,0.7,Aprovado,20240099,Beatriz Almeida,1ºC,1º Ano,F,2009-03-18,ciencias_natureza,Adequado,8
20240100,P007,60,7.1,8.9,7,10,10,9.0,9.7,6,10,11,7.4,7.8,8,10,12,9.0,9.7,5,10,5,Ciências da Natureza,8.0,0.7,9.35,0.6,7.6,0.8,9.35,0.5,8.58,38,0.8417,26,40,0.65,Aprovado,20240100,Sabrina Melo,1ºC,1º Ano,F,2007-02-11,ciencias_natureza,Avançado,9
20240101,P007,60,8.7,7.6,6,10,6,10.0,8.2,7,10,3,8.3,7.1,6,10,12,9.2,9.4,6,10,12,Ciências da Natureza,8.15,0.6,9.1,0.7,7.7,0.6,9.3,0.6,8.56,33,0.8625,25,40,0.625,Aprovado,20240101,Nicolas Almeida,1ºC,1º Ano,M,2008-08-20,ciencias_natureza,Avançado,9
20240102,P007,60,7.8,10.0,4,10,15,7.9,9.1,2,10,14,8.7,6.5,5,10,17,9.0,9.0,4,10,14,Ciências da Natureza,8.9,0.4,8.5,0.2,7.6,0.5,9.0,0.4,8.5,60,0.75,15,40,0.375,Aprovado,20240102,Gustavo Pereira,1ºC,1º Ano,M,2007-12-15,ciencias_natureza,Avançado,9
20240103,P007,60,6.7,10.0,7,10,7,9.0,9.7,7,10,7,6.8,8.1,6,10,8,9.7,6.9,5,10,3,Ciências da Natureza,8.35,0.7,9.35,0.7,7.45,0.6,8.3,0.5,8.36,25,0.8958,25,40,0.625,Aprovado,20240103,Giovana Farias,1ºC,1º Ano,F,2007-12-28,ciencias_natureza,Adequado,8
20240104,P007,60,8.1,8.9,3,10,11,6.6,7.2,7,10,8,9.9,8.6,3,10,16,9.7,8.7,3,10,8,Ciências da Natureza,8.5,0.3,6.9,0.7,9.25,0.3,9.2,0.3,8.46,43,0.8208,16,40,0.4,Aprovado,20240104,Gabriel Ferreira,1ºC,1º Ano,M,2009-07-09,ciencias_natureza,Adequado,8
20240105,P007,60,10.0,8.9,5,10,13,9.8,8.3,3,10,13,8.7,9.1,5,10,19,9.3,8.5,3,10,18,Ciências da Natureza,9.45,0.5,9.05,0.3,8.9,0.5,8.9,0.3,9.07,63,0.7375,16,40,0.4,Reprovado,20240105,Fábio Araújo,1ºC,1º Ano,M,2007-02-22,ciencias_natureza,Avançado,9
20240106,P007,60,8.5,9.0,6,10,18,9.0,7.5,5,10,17,8.7,8.8,5,10,18,7.5,9.4,7,10,20,Ciências da Natureza,8.75,0.6,8.25,0.5,8.75,0.5,8.45,0.7,8.55,73,0.6958,23,40,0.575,Reprovado,20240106,Rafael Teixeira,1ºC,1º Ano,M,2008-09-26,ciencias_natureza,Avançado,9
20240107,P007,60,8.9,10.0,10,10,5,8.5,9.6,10,10,1,9.0,10.0,10,10,5,7.5,8.0,10,10,4,Ciências da Natureza,9.45,1.0,9.05,1.0,9.5,1.0,7.75,1.0,8.94,15,0.9375,40,40,1.0,Aprovado,20240107,André Teixeira,1ºC,1º Ano,M,2007-01-05,ciencias_natureza,Avançado,9
20240108,P007,60,7.6,8.4,9,10,1,7.4,7.0,10,10,2,6.4,6.3,9,10,3,9.2,8.0,8,10,1,Ciências da Natureza,8.0,0.9,7.2,1.0,6.35,0.9,8.6,0.8,7.54,7,0.9708,36,40,0.9,Aprovado,20240108,Leandro Costa,1ºC,1º Ano,M,2009-08-02,ciencias_natureza,Adequado,7
20240109,P007,60,7.3,7.8,4,10,14,8.0,7.5,3,10,16,10.0,9.9,7,10,18,10.0,8.7,2,10,11,Ciências da Natureza,7.55,0.4,7.75,0.3,9.95,0.7,9.35,0.2,8.65,59,0.7542,16,40,0.4,Aprovado,20240109,Larissa Martins,1ºC,1º Ano,F,2007-11-12,ciencias_natureza,Avançado,9
20240110,P007,60,8.8,7.8,2,10,20,7.7,8.5,7,10,12,9.2,9.7,7,10,18,8.0,7.2,5,10,9,Ciências da Natureza,8.3,0.2,8.1,0.7,9.45,0.7,7.6,0.5,8.36,59,0.7542,21,40,0.525,Aprovado,20240110,Flávia Melo,1ºC,1º Ano,F,2009-01-20,ciencias_natureza,Adequado,8
20240111,P007,60,9.2,6.7,7,10,11,8.5,8.6,7,10,11,8.1,7.0,9,10,5,8.1,10.0,9,10,7,Ciências da Natureza,7.95,0.7,8.55,0.7,7.55,0.9,9.05,0.9,8.28,34,0.8583,32,40,0.8,Aprovado,20240111,Flávia Carvalho,1ºC,1º Ano,F,2008-06-12,ciencias_natureza,Adequado,8
20240112,P007,60,9.1,9.7,6,10,3,7.3,8.8,8,10,4,8.6,8.6,5,10,12,9.1,8.6,7,10,7,Ciências da Natureza,9.4,0.6,8.05,0.8,8.6,0.5,8.85,0.7,8.73,26,0.8917,26,40,0.65,Aprovado,20240112,Beatriz Lima,1ºC,1º Ano,F,2007-10-05,ciencias_natureza,Avançado,9
20240113,P007,60,7.3,9.1,8,10,1,9.3,9.8,10,10,1,9.9,9.0,10,10,0,7.4,7.0,10,10,5,Ciências da Natureza,8.2,0.8,9.55,1.0,9.45,1.0,7.2,1.0,8.6,7,0.9708,38,40,0.95,Aprovado,20240113,Vitor Monteiro,1ºC,1º Ano,M,2008-06-21,ciencias_natureza,Avançado,9
20240114,P007,60,8.3,9.4,8,10,2,9.4,8.8,9,10,2,8.5,10.0,10,10,2,9.1,8.4,10,10,2,Ciências da Natureza,8.85,0.8,9.1,0.9,9.25,1.0,8.75,1.0,8.99,8,0.9667,37,40,0.925,Aprovado,20240114,Jéssica Moreira,1ºC,1º Ano,F,2007-01-24,ciencias_natureza,Avançado,9
20240115,P007,60,7.9,7.5,8,10,4,7.4,7.5,8,10,2,8.8,8.5,9,10,4,8.2,9.2,9,10,1,Ciências da Natureza,7.7,0.8,7.45,0.8,8.65,0.9,8.7,0.9,8.12,11,0.9542,34,40,0.85,Aprovado,20240115,Patricia Monteiro,1ºC,1º Ano,F,2009-07-18,ciencias_natureza,Adequado,8
20240116,P007,60,10.0,7.7,10,10,0,7.8,6.3,10,10,1,8.5,8.4,9,10,5,9.4,8.4,9,10,4,Ciências da Natureza,8.85,1.0,7.05,1.0,8.45,0.9,8.9,0.9,8.31,10,0.9583,38,40,0.95,Aprovado,20240116,Aline Silva,1ºC,1º Ano,F,2008-12-15,ciencias_natureza,Adequado,8
20240117,P007,60,7.9,8.7,4,10,9,9.1,6.9,2,10,9,9.5,9.8,2,10,19,9.0,7.6,5,10,13,Ciências da Natureza,8.3,0.4,8.0,0.2,9.65,0.2,8.3,0.5,8.56,50,0.7917,13,40,0.325,Aprovado,20240117,Jéssica Barbosa,1ºC,1º Ano,F,2009-05-23,ciencias_natureza,Avançado,9
20240118,P007,60,8.2,9.7,8,10,8,7.5,9.1,8,10,9,8.4,8.7,7,10,3,7.7,8.8,5,10,11,Ciências da Natureza,8.95,0.8,8.3,0.8,8.55,0.7,8.25,0.5,8.51,31,0.8708,28,40,0.7,Aprovado,20240118,Alexandre Teixeira,1ºC,1º Ano,M,2008-04-04,ciencias_natureza,Avançado,9
20240119,P007,60,8.8,7.0,6,10,8,8.5,9.1,6,10,7,8.1,6.1,9,10,9,8.4,10.0,8,10,9,Ciências da Natureza,7.9,0.6,8.8,0.6,7.1,0.9,9.2,0.8,8.25,33,0.8625,29,40,0.725,Aprovado,20240119,Rafaela Teixeira,1ºC,1º Ano,F,2007-08-06,ciencias_natureza,Adequado,8
20240120,P007,60,8.2,9.9,6,10,9,7.7,7.3,5,10,11,8.5,7.7,9,10,12,8.8,8.1,6,10,8,Ciências da Natureza,9.05,0.6,7.5,0.5,8.1,0.9,8.45,0.6,8.27,40,0.8333,26,40,0.65,Aprovado,20240120,Nathan Souza,1ºC,1º Ano,M,2008-02-26,ciencias_natureza,Adequado,8
20240121,P007,60,10.0,8.1,7,10,11,8.6,9.1,7,10,6,9.5,10.0,8,10,12,8.3,8.1,6,10,10,Ciências da Natureza,9.05,0.7,8.85,0.7,9.75,0.8,8.2,0.6,8.96,39,0.8375,28,40,0.7,Aprovado,20240121,Gustavo Ferreira,1ºC,1º Ano,M,2008-11-12,ciencias_natureza,Avançado,9
20240122,P007,60,6.6,10.0,5,10,12,8.9,9.3,8,10,8,9.1,8.5,8,10,12,8.9,7.9,5,10,7,Ciências da Natureza,8.3,0.5,9.1,0.8,8.8,0.8,8.4,0.5,8.65,39,0.8375,26,40,0.65,Aprovado,20240122,Pedro Nascimento,1ºC,1º Ano,M,2009-09-10,ciencias_natureza,Avançado,9
20240123,P007,60,8.2,7.5,5,10,12,10.0,9.1,8,10,4,10.0,10.0,5,10,6,7.1,9.5,9,10,11,Ciências da Natureza,7.85,0.5,9.55,0.8,10.0,0.5,8.3,0.9,8.93,33,0.8625,27,40,0.675,Aprovado,20240123,Thiago Nunes,1ºC,1º Ano,M,2007-12-23,ciencias_natureza,Avançado,9
20240124,P007,60,7.1,8.7,9,10,12,8.8,7.2,7,10,6,7.8,8.9,9,10,10,8.7,7.5,8,10,5,Ciências da Natureza,7.9,0.9,8.0,0.7,8.35,0.9,8.1,0.8,8.09,33,0.8625,33,40,0.825,Aprovado,20240124,Leandro Nunes,1ºC,1º Ano,M,2009-03-26,ciencias_natureza,Adequado,8
20240125,P007,60,7.8,7.0,9,10,5,7.3,8.1,9,10,11,9.5,9.6,5,10,12,10.0,8.9,9,10,8,Ciências da Natureza,7.4,0.9,7.7,0.9,9.55,0.5,9.45,0.9,8.52,36,0.85,32,40,0.8,Aprovado,20240125,Daniela Souza,1ºC,1º Ano,F,2007-02-07,ciencias_natureza,Avançado,9
20240126,P007,60,8.7,9.0,3,10,14,9.0,6.9,6,10,14,10.0,6.6,2,10,8,9.6,8.6,2,10,9,Ciências da Natureza,8.85,0.3,7.95,0.6,8.3,0.2,9.1,0.2,8.55,45,0.8125,13,40,0.325,Aprovado,20240126,Bernardo Araújo,1ºC,1º Ano,M,2007-08-01,ciencias_natureza,Avançado,9
20240127,P007,60,7.4,9.0,7,10,16,8.4,7.8,3,10,15,7.1,7.0,2,10,13,7.9,8.1,4,10,13,Ciências da Natureza,8.2,0.7,8.1,0.3,7.05,0.2,8.0,0.4,7.84,57,0.7625,16,40,0.4,Aprovado,20240127,Gabriela Monteiro,1ºC,1º Ano,F,2009-06-15,ciencias_natureza,Adequado,8
20240128,P007,60,7.3,8.5,8,10,6,7.4,8.9,6,10,12,9.7,8.8,8,10,10,8.4,8.0,8,10,4,Ciências da Natureza,7.9,0.8,8.15,0.6,9.25,0.8,8.2,0.8,8.38,32,0.8667,30,40,0.75,Aprovado,20240128,Bernardo Nunes,1ºC,1º Ano,M,2009-03-20,ciencias_natureza,Adequado,8
20240129,P007,60,9.9,8.3,8,10,0,10.0,7.3,9,10,1,8.8,9.9,10,10,5,7.8,8.3,8,10,2,Ciências da Natureza,9.1,0.8,8.65,0.9,9.35,1.0,8.05,0.8,8.79,8,0.9667,35,40,0.875,Aprovado,20240129,Igor Costa,1ºC,1º Ano,M,2007-05-13,ciencias_natureza,Avançado,9
20240130,P007,60,9.1,8.9,2,10,18,9.1,9.7,2,10,15,8.2,9.9,2,10,17,6.8,9.6,5,10,12,Ciências da Natureza,9.0,0.2,9.4,0.2,9.05,0.2,8.2,0.5,8.91,62,0.7417,11,40,0.275,Reprovado,20240130,Marcos Moreira,1ºC,1º Ano,M,2009-08-17,ciencias_natureza,Avançado,9
20240131,P007,60,9.6,7.7,7,10,14,7.0,8.3,3,10,9,8.9,8.2,7,10,20,9.0,10.0,2,10,18,Ciências da Natureza,8.65,0.7,7.65,0.3,8.55,0.7,9.5,0.2,8.59,61,0.7458,19,40,0.475,Reprovado,20240131,Sabrina Santos,1ºC,1º Ano,F,2008-10-03,ciencias_natureza,Avançado,9
20240132,P007,60,7.1,6.5,8,10,4,8.4,7.8,8,10,11,8.0,9.8,6,10,4,8.4,8.5,5,10,5,Ciências da Natureza,6.8,0.8,8.1,0.8,8.9,0.6,8.45,0.5,8.06,24,0.9,27,40,0.675,Aprovado,20240132,Letícia Nunes,1ºC,1º Ano,F,2008-11-03,ciencias_natureza,Adequado,8
20240133,P007,60,8.1,8.5,9,10,2,8.8,10.0,10,10,2,8.8,9.7,9,10,4,8.7,6.5,10,10,5,Ciências da Natureza,8.3,0.9,9.4,1.0,9.25,0.9,7.6,1.0,8.64,13,0.9458,38,40,0.95,Aprovado,20240133,Ingrid Martins,1ºC,1º Ano,F,2009-09-12,ciencias_natureza,Avançado,9
20240134,P007,60,7.9,8.8,9,10,8,9.2,8.7,5,10,3,9.4,7.0,8,10,4,8.5,9.8,5,10,8,Ciências da Natureza,8.35,0.9,8.95,0.5,8.2,0.8,9.15,0.5,8.66,23,0.9042,27,40,0.675,Aprovado,20240134,Cecília Pereira,1ºC,1º Ano,F,2009-11-19,ciencias_natureza,Avançado,9
20240135,P007,60,7.5,9.6,3,10,15,9.6,7.3,5,10,17,8.8,8.7,5,10,18,8.3,7.0,3,10,20,Ciências da Natureza,8.55,0.3,8.45,0.5,8.75,0.5,7.65,0.3,8.35,70,0.7083,16,40,0.4,Reprovado,20240135,Carla Barbosa,1ºC,1º Ano,F,2007-07-17,ciencias_natureza,Adequado,8
20240136,P007,60,7.0,7.1,8,10,0,5.5,5.9,8,10,2,6.3,6.2,10,10,2,7.6,8.1,10,10,3,Ciências da Natureza,7.05,0.8,5.7,0.8,6.25,1.0,7.85,1.0,6.71,7,0.9708,36,40,0.9,Aprovado,20240136,Otávio Moreira,1ºD,1º Ano,M,2007-02-17,ciencias_natureza,Básico,6
20240137,P007,60,6.9,8.0,10,10,4,8.2,7.1,8,10,2,7.6,7.0,10,10,0,6.1,6.5,10,10,4,Ciências da Natureza,7.45,1.0,7.65,0.8,7.3,1.0,6.3,1.0,7.18,10,0.9583,38,40,0.95,Aprovado,20240137,Eduarda Carvalho,1ºD,1º Ano,F,2007-03-11,ciencias_natureza,Adequado,7
20240138,P007,60,7.6,7.1,2,10,9,8.0,5.3,4,10,10,5.6,5.7,7,10,19,7.4,5.8,4,10,20,Ciências da Natureza,7.35,0.2,6.65,0.4,5.65,0.7,6.6,0.4,6.56,58,0.7583,17,40,0.425,Aprovado,20240138,Gustavo Barros,1ºD,1º Ano,M,2007-06-17,ciencias_natureza,Básico,6
20240139,P007,60,7.5,8.0,9,10,8,8.7,8.6,6,10,3,6.5,5.6,7,10,9,6.6,8.2,8,10,8,Ciências da Natureza,7.75,0.9,8.65,0.6,6.05,0.7,7.4,0.8,7.46,28,0.8833,30,40,0.75,Aprovado,20240139,Leandro Martins,1ºD,1º Ano,M,2007-05-07,ciencias_natureza,Adequado,7
20240140,P007,60,6.8,7.2,4,10,8,6.7,8.8,2,10,13,6.2,7.3,3,10,10,8.3,9.1,5,10,16,Ciências da Natureza,7.0,0.4,7.75,0.2,6.75,0.3,8.7,0.5,7.55,47,0.8042,14,40,0.35,Aprovado,20240140,Vitor Araújo,1ºD,1º Ano,M,2009-05-05,ciencias_natureza,Adequado,7
20240141,P007,60,6.5,8.2,7,10,12,6.6,8.6,8,10,11,9.0,6.3,9,10,6,7.9,8.3,7,10,7,Ciências da Natureza,7.35,0.7,7.6,0.8,7.65,0.9,8.1,0.7,7.68,36,0.85,31,40,0.775,Aprovado,20240141,Alexandre Almeida,1ºD,1º Ano,M,2009-09-03,ciencias_natureza,Adequado,7
20240142,P007,60,6.9,7.8,2,10,10,7.8,9.2,3,10,14,5.3,7.2,5,10,10,6.0,7.2,4,10,13,Ciências da Natureza,7.35,0.2,8.5,0.3,6.25,0.5,6.6,0.4,7.18,47,0.8042,14,40,0.35,Aprovado,20240142,Fábio Santos,1ºD,1º Ano,M,2007-10-19,ciencias_natureza,Adequado,7
20240143,P007,60,6.4,7.0,6,10,5,6.4,7.4,8,10,3,8.3,6.9,9,10,9,8.7,8.3,5,10,7,Ciências da Natureza,6.7,0.6,6.9,0.8,7.6,0.9,8.5,0.5,7.43,24,0.9,28,40,0.7,Aprovado,20240143,Rafaela Souza,1ºD,1º Ano,F,2009-10-24,ciencias_natureza,Adequado,7
20240144,P007,60,9.3,7.6,7,10,11,7.2,5.6,7,10,17,6.4,7.0,3,10,18,7.1,9.6,6,10,11,Ciências da Natureza,8.45,0.7,6.4,0.7,6.7,0.3,8.35,0.6,7.48,57,0.7625,23,40,0.575,Aprovado,20240144,Gabriel Oliveira,1ºD,1º Ano,M,2008-10-02,ciencias_natureza,Adequado,7
20240145,P007,60,7.0,5.5,10,10,3,7.9,7.8,8,10,2,6.8,9.4,9,10,3,5.3,8.5,10,10,0,Ciências da Natureza,6.25,1.0,7.85,0.8,8.1,0.9,6.9,1.0,7.28,8,0.9667,37,40,0.925,Aprovado,20240145,Diego Cardoso,1ºD,1º Ano,M,2007-02-02,ciencias_natureza,Adequado,7
20240146,P007,60,6.9,6.3,3,10,8,9.6,8.0,6,10,16,6.9,6.9,7,10,13,7.5,6.8,5,10,12,Ciências da Natureza,6.6,0.3,8.8,0.6,6.9,0.7,7.15,0.5,7.36,49,0.7958,21,40,0.525,Aprovado,20240146,Bruno Teixeira,1ºD,1º Ano,M,2009-05-21,ciencias_natureza,Adequado,7
20240147,P007,60,8.5,7.3,4,10,16,8.2,7.4,5,10,9,8.1,8.6,5,10,18,8.9,7.7,5,10,19,Ciências da Natureza,7.9,0.4,7.8,0.5,8.35,0.5,8.3,0.5,8.09,62,0.7417,19,40,0.475,Reprovado,20240147,Flávia Santos,1ºD,1º Ano,F,2009-07-20,ciencias_natureza,Adequado,8
20240148,P007,60,6.4,7.1,6,10,20,7.2,6.7,4,10,18,6.5,7.4,5,10,10,6.2,6.0,6,10,17,Ciências da Natureza,6.75,0.6,6.95,0.4,6.95,0.5,6.1,0.6,6.69,65,0.7292,21,40,0.525,Reprovado,20240148,Lucas Pereira,1ºD,1º Ano,M,2008-11-18,ciencias_natureza,Básico,6
20240149,P007,60,5.5,7.7,3,10,20,7.6,6.9,6,10,10,8.2,6.2,6,10,13,7.6,7.3,2,10,15,Ciências da Natureza,6.6,0.3,7.25,0.6,7.2,0.6,7.45,0.2,7.12,58,0.7583,17,40,0.425,Aprovado,20240149,Tatiane Pereira,1ºD,1º Ano,F,2008-08-08,ciencias_natureza,Adequado,7
20240150,P007,60,6.5,6.7,7,10,3,6.7,7.5,6,10,7,7.8,6.8,8,10,12,6.5,7.4,6,10,11,Ciências da Natureza,6.6,0.7,7.1,0.6,7.3,0.8,6.95,0.6,6.99,33,0.8625,27,40,0.675,Aprovado,20240150,Emanuel Barbosa,1ºD,1º Ano,M,2009-07-10,ciencias_natureza,Básico,6
20240151,P007,60,5.6,7.3,7,10,10,8.8,6.5,4,10,15,7.0,8.2,5,10,10,8.0,7.3,4,10,8,Ciências da Natureza,6.45,0.7,7.65,0.4,7.6,0.5,7.65,0.4,7.34,43,0.8208,20,40,0.5,Aprovado,20240151,Vanessa Carvalho,1ºD,1º Ano,F,2009-01-06,ciencias_natureza,Adequado,7
20240152,P007,60,7.2,6.0,7,10,18,7.7,5.9,2,10,17,5.2,8.2,7,10,15,7.6,8.1,4,10,10,Ciências da Natureza,6.6,0.7,6.8,0.2,6.7,0.7,7.85,0.4,6.99,60,0.75,20,40,0.5,Aprovado,20240152,Gabriela Cardoso,1ºD,1º Ano,F,2008-08-07,ciencias_natureza,Básico,6
20240153,P007,60,6.5,7.7,4,10,10,6.8,6.9,4,10,13,8.2,7.1,2,10,16,6.5,5.9,5,10,15,Ciências da Natureza,7.1,0.4,6.85,0.4,7.65,0.2,6.2,0.5,6.95,54,0.775,15,40,0.375,Aprovado,20240153,Helena Ribeiro,1ºD,1º Ano,F,2007-06-28,ciencias_natureza,Básico,6
20240154,P007,60,7.6,8.3,10,10,4,6.4,7.9,8,10,3,6.3,8.0,10,10,0,7.3,7.5,8,10,0,Ciências da Natureza,7.95,1.0,7.15,0.8,7.15,1.0,7.4,0.8,7.41,7,0.9708,36,40,0.9,Aprovado,20240154,Kaio Nunes,1ºD,1º Ano,M,2009-06-13,ciencias_natureza,Adequado,7
20240155,P007,60,6.5,7.6,7,10,3,6.6,6.8,7,10,3,5.7,6.5,6,10,8,6.7,7.5,9,10,6,Ciências da Natureza,7.05,0.7,6.7,0.7,6.1,0.6,7.1,0.9,6.74,20,0.9167,29,40,0.725,Aprovado,20240155,Tatiane Costa,1ºD,1º Ano,F,2008-09-18,ciencias_natureza,Básico,6
20240156,P007,60,7.8,6.6,7,10,12,7.1,8.9,7,10,3,7.4,6.7,5,10,10,5.5,6.4,5,10,12,Ciências da Natureza,7.2,0.7,8.0,0.7,7.05,0.5,5.95,0.5,7.05,37,0.8458,24,40,0.6,Aprovado,20240156,Elisa Costa,1ºD,1º Ano,F,2007-08-04,ciencias_natureza,Adequado,7
20240157,P007,60,6.3,9.2,6,10,3,6.4,7.3,8,10,5,7.6,8.3,5,10,5,7.2,6.7,8,10,8,Ciências da Natureza,7.75,0.6,6.85,0.8,7.95,0.5,6.95,0.8,7.38,21,0.9125,27,40,0.675,Aprovado,20240157,Ana Nascimento,1ºD,1º Ano,F,2007-03-04,ciencias_natureza,Adequado,7
20240158,P007,60,6.6,7.6,7,10,5,6.5,6.1,8,10,10,6.7,5.9,6,10,5,9.1,7.8,8,10,11,Ciências da Natureza,7.1,0.7,6.3,0.8,6.3,0.6,8.45,0.8,7.04,31,0.8708,29,40,0.725,Aprovado,20240158,Fernanda Monteiro,1ºD,1º Ano,F,2008-10-14,ciencias_natureza,Adequado,7
20240159,P007,60,8.8,7.7,6,10,5,8.7,7.6,7,10,6,8.0,5.1,7,10,4,6.3,7.3,7,10,9,Ciências da Natureza,8.25,0.6,8.15,0.7,6.55,0.7,6.8,0.7,7.44,24,0.9,27,40,0.675,Aprovado,20240159,Carla Santos,1ºD,1º Ano,F,2007-06-19,ciencias_natureza,Adequado,7
20240160,P007,60,7.3,7.1,8,10,7,7.7,7.7,6,10,11,8.1,7.9,5,10,8,8.4,8.4,7,10,7,Ciências da Natureza,7.2,0.8,7.7,0.6,8.0,0.5,8.4,0.7,7.82,33,0.8625,26,40,0.65,Aprovado,20240160,Carlos Souza,1ºD,1º Ano,M,2007-03-16,ciencias_natureza,Adequado,8
20240161,P007,60,7.4,9.3,7,10,16,8.6,6.4,5,10,15,7.6,5.4,5,10,11,5.6,6.7,5,10,15,Ciências da Natureza,8.35,0.7,7.5,0.5,6.5,0.5,6.15,0.5,7.12,57,0.7625,22,40,0.55,Aprovado,20240161,Bruno Monteiro,1ºD,1º Ano,M,2008-08-10,ciencias_natureza,Adequado,7
20240162,P007,60,6.3,6.7,9,10,5,7.6,8.5,9,10,3,8.4,7.6,8,10,1,6.1,6.7,10,10,0,Ciências da Natureza,6.5,0.9,8.05,0.9,8.0,0.8,6.4,1.0,7.24,9,0.9625,36,40,0.9,Aprovado,20240162,Heloísa Carvalho,1ºD,1º Ano,F,2007-07-17,ciencias_natureza,Adequado,7
